WISE_DESIGNATION,WISE_RA,WISE_Dec,W1_SIG_VAR_PP,W2_SIG_VAR_PP,W1_N_DETECTION,W2_N_DETECTION,W1_MEDIAN_MAG,W1_MAG_SIGMA,W2_MEDIAN_MAG,W2_MAG_SIGMA,PS1_g_med_KrMag,PS1_r_med_KrMag,PS1_i_med_KrMag,PS1_z_med_KrMag,PS1_y_med_KrMag,PS1_g_lc_std,PS1_r_lc_std,PS1_i_lc_std,PS1_z_lc_std,PS1_y_lc_std,PS1_g_max_KrMag,PS1_g_max_KrMagErr,PS1_g_min_KrMag,PS1_g_min_KrMagErr,PS1_r_max_KrMag,PS1_r_max_KrMagErr,PS1_r_min_KrMag,PS1_r_min_KrMagErr,PS1_i_max_KrMag,PS1_i_max_KrMagErr,PS1_i_min_KrMag,PS1_i_min_KrMagErr,PS1_z_max_KrMag,PS1_z_max_KrMagErr,PS1_z_min_KrMag,PS1_z_min_KrMagErr,PS1_y_max_KrMag,PS1_y_max_KrMagErr,PS1_y_min_KrMag,PS1_y_min_KrMagErr,PS1_g_num_detec,PS1_r_num_detec,PS1_i_num_detec,PS1_z_num_detec,PS1_y_num_detec,PS1_g_star_lc_sigma,PS1_r_star_lc_sigma,PS1_i_star_lc_sigma,PS1_z_star_lc_sigma,PS1_y_star_lc_sigma,PS1_g_sigma_PP,PS1_r_sigma_PP,PS1_i_sigma_PP,PS1_z_sigma_PP,PS1_y_sigma_PP,SDSS_RA,SDSS_Dec,SDSS_redshift,SDSS_redshift_ERR,SDSS_wise_sep2d_arcsec
J004319.73+005115.3,10.8322484,0.8542571,2.8494383211218874,3.1214376498148133,10.0,11.0,13.292790919063814,0.1546368927729381,12.250867431523305,0.13697816397553564,18.21242531692769,17.602541287191798,17.917685383467852,17.034820059208478,17.522003529671807,0.4527850827909285,0.2569568637174429,0.24841320737524614,0.25497630196744864,0.2148889383069588,18.946551078232304,0.00802986461865027,17.571222880370033,0.00802986461865027,18.29013648793666,0.020268413526805296,17.48793256210258,0.020268413526805296,18.21857441023649,0.04284549414700766,17.356938040938466,0.04284549414700766,17.59432637584547,0.0110968557992346,16.811915372627677,0.0110968557992346,18.042192747771352,0.02125356477132231,17.219870868252336,0.02125356477132231,10.0,16.0,16.0,10.0,14.0,0.025,0.02,0.02,0.0625,0.1,50.08791206808525,22.576946408350206,13.503559317432543,12.141673166978414,7.8751768438214125,10.832261650613187,0.8542826070785677,0.309,0.0,0.10347421942175908
J012330.92+011210.5,20.878844600000004,1.2029218000000002,2.985726846533064,2.8904360752287306,11.0,10.0,14.88396087629607,0.136073032174443,13.914779510948561,0.2239351765130744,20.78829956802787,20.891703745102944,20.192876791196802,19.514880671855067,0.0,0.1231967670395342,0.392801569189514,0.1630768702932474,0.2480196646746495,0.0,20.911496335067405,0.12687938139974794,20.665102800988336,0.12687938139974794,21.219513169906282,0.14278726999766045,19.91483119159895,0.14278726999766045,20.4485765078428,0.09163682365330368,19.925952495201432,0.09163682365330368,20.045209819917158,0.16225381055260482,19.27198717477855,0.16225381055260482,0.0,0.0,0.0,0.0,2.0,9.0,20.0,11.0,0.0,0.15,0.2,0.125,0.2,0.0,1.0535339288716248,5.309194123605778,2.902588259120796,2.5402459266899915,,20.87939643859864,1.2207609415054321,1.5549,0.0,64.25161551468922
J022505.36+000540.5,36.2723618,0.0946022,3.1084343147236204,3.4485756341928666,11.0,12.0,14.215337308859036,0.14750969282966322,13.346805706654846,0.14405910231085345,19.191102993181893,18.649397396167913,18.236959023769867,18.234909010997928,18.251212412618344,0.18170072564184855,0.05907641587244069,0.07885495340992688,0.07594089348272555,0.15306118786891185,19.30399661656272,0.0337347903585339,18.846985381981572,0.0337347903585339,18.736872538380677,0.0337347903585339,18.59854876562061,0.0337347903585339,18.418226034054605,0.0337347903585339,18.137352848646547,0.0337347903585339,18.335706144792603,0.08609411451712072,18.137637939033734,0.08609411451712072,18.5886498042736,0.14437079917293108,18.0740568993106,0.14437079917293108,8.0,6.0,14.0,5.0,9.0,0.062,0.05,0.02,0.15,0.2,5.841825833440603,0.8840616884663759,5.429519154556596,1.0252231165531491,1.8004885489664093,36.31071933095751,0.0958112880920287,1.822,0.0,138.15550602051866
J020016.42-004721.4,30.068429499999997,-0.7892992,3.011950426874392,2.630126395889638,11.0,12.0,14.33196684043842,0.11130853350778057,13.431028308421533,0.12493937076702218,0.0,20.07862221942552,19.298856507166505,19.16994868483636,19.00829696287439,0.0,0.11812434397960547,0.09578540766835347,0.09065736025711496,0.2006826933659316,0.0,0.0,0.0,0.0,20.3212126349118,0.06508136175158488,19.897684727945443,0.06508136175158488,19.447030229001726,0.11041956805423296,19.09013450402013,0.11041956805423296,19.205974192749792,0.02395210317695903,18.952240415863685,0.02395210317695903,19.44115931684965,0.050963546551894286,18.626939806665252,0.050963546551894286,0.0,12.0,21.0,5.0,10.0,0.0,0.125,0.05,0.2,0.2,,2.826166745533027,2.176640131856738,1.2508552353445188,3.829996647231125,30.085013834573488,-0.7384431678369756,1.9810464,0.0,192.56895199586756
J024840.98-001229.0,42.1707854,-0.20806710000000003,3.0274925496802205,3.4243088406942093,11.0,11.0,15.206695030089287,0.08835715772424774,13.688979502804509,0.1729147170562743,18.96138140257489,18.867232538583533,18.813890152831604,18.86438643984451,18.99047493883365,0.1984527950577888,0.10627256255732907,0.098053115227512,0.14223274027760138,0.19535606728461666,19.18147447209973,0.01985279495034797,18.67898633342525,0.01985279495034797,19.00416731714397,0.020127975168608557,18.65164448873553,0.020127975168608557,18.93014205068902,0.023693576195946926,18.5987378949552,0.023693576195946926,19.10264366863177,0.01933086002715248,18.689820024031498,0.01933086002715248,19.18768182028953,0.02539522519202057,18.580117264729765,0.02539522519202057,4.0,13.0,11.0,8.0,9.0,0.062,0.05,0.05,0.15,0.2,7.382934675215753,5.916567681270273,5.506016422795148,2.7075575909567418,2.9899977156279887,42.1707878112793,-0.20805199444293976,1.1992,0.0,0.05506847470932704
J011251.03+000540.0,18.2126355,0.0944579,3.0014384821753732,3.3660460257316385,10.0,10.0,12.819009538043533,0.041321104904446765,11.67865152410359,0.05685964709215125,18.93824804569697,17.874613888962017,17.244586634523873,16.968525410396612,16.879864200204818,0.0617358047761157,0.1192561177138587,0.06502294458806046,0.053911817927656494,0.116197982895906,19.05836383002898,0.01763506482669741,18.82640863183765,0.01763506482669741,17.909039527869524,0.043384358303147935,17.464696016618365,0.043384358303147935,17.394291047258953,0.016861040958671324,17.139685884572934,0.016861040958671324,17.04257086844812,0.016861040958671324,16.86225487695651,0.016861040958671324,17.000013052515293,0.043384358303147935,16.626186108062228,0.043384358303147935,10.0,11.0,12.0,8.0,8.0,0.062,0.02,0.012,0.025,0.0,3.4709246584102313,6.885609009222062,9.537784935766286,5.2192339792981155,6.0928771970295275,18.228815874747827,0.053626248923326736,0.23891068,0.0,158.1145167151511
J025119.78-004831.7,42.8324481,-0.8088129,2.8224529095032214,3.860143941957811,11.0,14.0,13.145759437746234,0.0961276112362718,11.916744492310526,0.042011298670311316,20.12161871606663,19.72223919494764,18.99090531327429,18.97823585225852,18.673191200863265,0.14281457956799112,0.06405665994096887,0.07001246672765478,0.09783002570057568,0.4469294706467815,20.327429046834702,0.07237803382164569,19.854380202028352,0.07237803382164569,19.808727568257037,0.1190121076723522,19.585761909841022,0.1190121076723522,19.11614748613849,0.08128281196985157,18.857239161536906,0.08128281196985157,19.213149176374017,0.04506001140313296,18.85798058058316,0.04506001140313296,18.906480551972212,0.04851912463219761,17.157094531425585,0.04851912463219761,11.0,13.0,12.0,13.0,11.0,0.15,0.125,0.05,0.15,0.2,2.604949830267356,1.2436405080207673,2.0654064433010046,2.1792843834120275,8.273552102582022,42.83247375488281,-0.8088110089302063,0.5589999999999999,0.0,0.09259897083501732
J023847.48+010519.1,39.6978619,1.0886523000000001,3.4351648350463777,3.6671940083993433,11.0,12.0,14.13798142360224,0.09066319922063648,13.011799183103134,0.09473532353598328,20.589869365324567,19.509281243218567,19.0004844424038,18.75977850472664,18.6044034634596,0.4442980559098474,0.1816664965927157,0.11422360996147266,0.2575798725956756,0.3019493686569196,21.272784832392297,0.13789279192724746,19.724155745011338,0.13789279192724746,19.928214502499614,0.03613983162273551,19.290317865689964,0.03613983162273551,19.194773541404828,0.13789279192724746,18.77555024261067,0.13789279192724746,19.172908341074947,0.06248255243968962,18.474265068197113,0.06248255243968962,19.206859699988804,0.07759386967927097,18.196700549279228,0.07759386967927097,10.0,12.0,21.0,10.0,10.0,0.15,0.125,0.05,0.15,0.2,6.294572236851184,4.2105713236497815,2.082395909683508,4.013061806480785,4.428069312863349,39.692760635820825,1.036408799573879,2.698,0.0,188.9707617213676
J013555.88+004016.7,23.982860100000003,0.671311,3.027648724203335,2.7657580271794857,11.0,12.0,14.127215114779643,0.1064660967971929,12.915438559403155,0.1006069370206445,18.349355848359217,18.134842394738666,18.133599795771424,17.973351283897646,17.903548655536774,0.05103960632564996,0.05850635223443847,0.0770584086159597,0.055690944680644894,0.12007462469173405,18.400728576254817,0.014488913556732671,18.22854918652918,0.014488913556732671,18.26438531530438,0.09104839483303667,18.065873065789994,0.09104839483303667,18.2993697074302,0.017456104187094316,17.898620500460726,0.017456104187094316,18.012180879607477,0.017456104187094316,17.816603595618854,0.017456104187094316,18.08248696611116,0.02389321768284501,17.660244564989647,0.02389321768284501,12.0,10.0,26.0,14.0,17.0,0.025,0.02,0.02,0.0625,0.1,5.3266319242302576,2.06283976945587,12.613462520096554,2.910427440177604,4.000227718355378,23.982866287231445,0.6713420152664185,0.9066,0.0,0.11385470714847427
J205212.29-002645.2,313.0512172,-0.4458995,2.6850420639956023,2.7928509217539297,10.0,12.0,13.772978720529585,0.05685177656961515,12.91363584647624,0.08184966955526322,18.984567666135074,18.232921984153396,17.816699850721648,17.482102442232293,17.51881583757017,0.0630493874079917,0.05676711114900197,0.10251728831080067,0.08451312653589857,0.10863040397472083,19.124108812742392,0.015633261698110364,18.889658941405013,0.015633261698110364,18.31882479450286,0.06115718331988484,18.116718991909064,0.06115718331988484,17.950798182730672,0.021367795623017032,17.564499874617802,0.021367795623017032,17.57484348681174,0.03963915291216689,17.301054702462597,0.03963915291216689,17.749846267167882,0.03963915291216689,17.40615688753708,0.03963915291216689,16.0,11.0,22.0,12.0,10.0,0.062,0.02,0.02,0.0625,0.1,3.5617693349865087,2.6742689329290745,10.66014455340587,3.2610603269595497,2.99796603410281,313.05120849609375,-0.4458929896354675,0.2675,0.0,0.039128910252814175
J024052.82-004110.9,40.2201116,-0.6863673,2.9498195581434525,3.1788186543615864,11.0,10.0,13.459720347458621,0.07600566769013453,12.409470552916432,0.0674380506330802,17.895066156081224,17.4420902077441,17.153669955360858,16.94754056660325,17.026112295478676,0.6958979986211873,0.08870581246320845,0.08803177122350518,0.12961399787702427,0.20034389908931632,19.478739572318272,0.016815063678322074,17.829355189490094,0.016815063678322074,17.556847340590494,0.010101863378155364,17.30617814950051,0.010101863378155364,17.295306287263628,0.013837637796645891,17.078510902583368,0.013837637796645891,17.124365874627124,0.023722184432827486,16.698261808689605,0.023722184432827486,17.160858111507785,0.013837637796645891,16.550223913539938,0.013837637796645891,4.0,12.0,5.0,8.0,10.0,0.025,0.012,0.012,0.025,0.1,47.80336885148615,11.983897937579801,9.444109763355113,10.184426940471212,5.992672211754428,40.20819398899804,-0.6791582927566058,1.274,0.0,50.1394928546568
J024240.95+002150.8,40.67066320000001,0.3641223,3.1945234520938617,2.5077858901686736,11.0,8.0,15.282117450168741,0.2514335436344412,13.940290527533294,0.13887437755605705,19.66050243959589,19.872142079960707,19.631484746828413,19.638311288795304,19.159827444616088,0.2336299152420711,0.3907095824527518,0.18820609106146954,0.19790686146635714,0.4057374746315748,20.081050955687466,0.031140184409964338,19.410749969250862,0.031140184409964338,20.608590827755407,0.0773842701720459,19.406735949491136,0.0773842701720459,20.00200853004531,0.0348941258662499,19.3148085950438,0.0348941258662499,19.949561407451373,0.03320336505351278,19.305935787432574,0.03320336505351278,19.659648792553913,0.039136932452757005,18.39033806594474,0.039136932452757005,8.0,16.0,10.0,11.0,6.0,0.15,0.125,0.125,0.2,0.2,4.287700005383963,7.899929321627615,5.113542049314148,3.132937614761861,6.116652351663362,40.68188876799246,0.3304014133317575,0.9046618,0.0,127.94477702037621
J205740.76+005418.6,314.41983999999997,0.9051913,2.8743294148010623,2.7294043467666573,10.0,10.0,13.254605414926125,0.07585523665356528,11.951519461077046,0.09247266082299574,19.98920292404741,18.72874809234397,18.425467385891928,18.24344518867079,18.305430874696,0.2645456591015863,0.16036906307947574,0.22208786648610954,0.17148030476556395,0.3871291005738997,20.35055240782669,0.11426323613457814,19.490277506847807,0.11426323613457814,18.97704170837552,0.11426323613457814,18.561269914384877,0.11426323613457814,18.865348451214594,0.09035567537578668,17.876993821578445,0.09035567537578668,18.55048328277799,0.11426323613457814,18.048879786301406,0.11426323613457814,18.87344460255701,0.13530875462238026,17.569407492323922,0.13530875462238026,6.0,6.0,31.0,7.0,9.0,0.15,0.05,0.02,0.15,0.2,3.901797528060948,2.2593441720597807,7.641646557582459,2.2750347364453725,4.711157367175841,314.4245910644531,0.7863349914550781,0.4746,0.0,428.22434703629
J021208.70+002059.2,33.0362869,0.3497824,3.7287710134575565,2.7342964551595097,11.0,13.0,13.287384949509221,0.05286498018402864,12.417247420960074,0.05842935167829193,18.720331770498163,17.892033093599114,17.39350728674902,17.272903362041117,17.194420614527303,0.0402165931692557,0.05675930138650687,0.03212567931596132,0.0494074672337272,0.205351741383403,18.760255110920898,0.03485442216548892,18.630491676168827,0.03485442216548892,17.989880164168927,0.014326015171563372,17.795004579699054,0.014326015171563372,17.466324040293454,0.014950981854732034,17.338815164728278,0.014950981854732034,17.319631463485607,0.014326015171563372,17.183684120633956,0.014326015171563372,17.49947402173322,0.05559801125074031,16.62730058675296,0.05559801125074031,7.0,12.0,19.0,11.0,13.0,0.062,0.02,0.012,0.0625,0.1,1.6382938151859598,3.2053060468818737,5.244731572221813,2.06915875488339,6.856192925204664,33.035315324544,0.3485581483875264,3.337,0.0,5.626508422537139
J014645.91-003724.6,26.691300899999995,-0.6235043,3.2991496018853237,3.6094995822433686,11.0,11.0,12.921869511085207,0.02678057476947309,12.113665760365011,0.07807359427151886,17.357551636859093,16.656878228712785,16.248236470694202,16.087205787266722,15.934608803470189,0.09632725599014247,0.09307279386733867,0.06880036098264697,0.04910863886321445,0.14235947915664304,17.442337653963794,0.00310097581705381,17.201250855282712,0.00310097581705381,16.970735524452937,0.017899934863884588,16.59766562580224,0.017899934863884588,16.503842355223288,0.025053403989860005,16.218548135683427,0.025053403989860005,16.159411315424848,0.008579372608829964,16.035028949768797,0.008579372608829964,16.279361705806213,0.008017005383537279,15.799563283404588,0.008017005383537279,5.0,13.0,23.0,12.0,11.0,0.025,0.012,0.012,0.025,0.025,9.49843924510197,16.225337926542394,7.626590023576862,4.476006876322781,17.478505328234817,26.688760975569377,-0.5811404877118515,2.0220385,0.0,152.78355443101617
J013041.67+004000.3,22.673638600000004,0.6667626999999999,3.2800223891817524,3.5200559201535064,11.0,10.0,13.504097236397113,0.08071010639289065,12.455163971654267,0.09309910445342083,17.58295683012663,17.80636022046289,17.79155691289151,17.83915852743818,17.94422389018908,0.17068788252993644,0.06607890819919295,0.06666661553370916,0.07012495927772648,0.19082469499008373,17.644048248507303,0.01888550169011685,17.254251077047627,0.01888550169011685,17.9325671703726,0.016685820714013394,17.686935487988354,0.016685820714013394,17.863389608901336,0.06977467267079071,17.598499739709478,0.06977467267079071,17.96780277660313,0.08689940897862522,17.711704813175608,0.08689940897862522,18.382315061166185,0.01888550169011685,17.731586609183136,0.01888550169011685,6.0,12.0,19.0,10.0,10.0,0.025,0.02,0.02,0.0625,0.1,10.655111378458368,7.6348002440665566,2.630936788233736,1.8574770960547633,6.286916165741348,22.673622131347656,0.6667670011520386,0.6556,0.0,0.061271925011440076
J020738.72-005806.0,31.911354600000003,-0.9683482,3.781818067297354,3.427168192065257,11.0,11.0,13.603460287361887,0.15536161612370047,12.698705413083804,0.11527368168515224,19.667574431175076,18.69629868039436,18.132078415624463,17.868080302194222,17.767101558314813,0.13360773849936447,0.04962608769655568,0.058796311144892525,0.06500393336233021,0.21474685516574651,19.88159841046501,0.06544196439938522,19.424573981576017,0.06544196439938522,18.807430303011746,0.01892239002075438,18.61667111639716,0.01892239002075438,18.37038388924104,0.053671888181774915,18.0740772043572,0.053671888181774915,17.99468485309787,0.054061118693614886,17.775047316291566,0.054061118693614886,17.908046239895594,0.08973665500532213,17.289610373495368,0.08973665500532213,7.0,13.0,24.0,11.0,12.0,0.15,0.05,0.02,0.0625,0.1,2.5929946981530234,1.826243465970626,3.7748852174202376,2.2241893789555243,3.827630772558041,31.88403189653019,-0.9695512722887634,1.6720973999999995,0.0,98.44298736947323
J020129.08-000008.6,30.3711821,-0.0023994,3.2018984962461152,2.7679932406368124,11.0,10.0,14.709730697740474,0.2121501357332813,13.816367652489088,0.1809096734523181,20.02275593040508,19.478253096519747,19.452855370646084,19.17252446341489,19.288861074277047,0.14760045564292573,0.13153680426358744,0.13763328120371987,0.0926331124380774,0.08372552497581154,20.329513122131655,0.030578694793313137,19.839599148993827,0.030578694793313137,19.782386529486608,0.08608566317302366,19.370851380209906,0.08608566317302366,19.766534474118423,0.062462536228585025,19.24627752222694,0.062462536228585025,19.293773314679424,0.08309221352274494,18.940971461734144,0.08309221352274494,19.372586599252852,0.030578694793313137,19.205135549301232,0.030578694793313137,6.0,9.0,21.0,15.0,2.0,0.15,0.05,0.05,0.2,0.2,3.138275407793625,3.9516291362629627,5.1254636483049545,1.5209147871913469,0.8183438212952706,30.36515617370605,-0.019070999696850777,1.9334,0.0,63.81796089793621
J014542.78+005314.9,26.428290399999998,0.8874793,3.0987101052108947,3.509751119762229,11.0,11.0,14.434202174668224,0.08928739711684787,13.580803011244512,0.10225027236910833,19.166897067964186,18.766036315816567,18.498098214959427,18.133342408347264,18.13751417149121,0.12114890460959467,0.08307829064012852,0.08813213733188273,0.09232992856207084,0.1808984474887674,19.3828938610074,0.027055836104476743,19.01287713593741,0.027055836104476743,18.889508322784128,0.08759822600364083,18.63962760770133,0.08759822600364083,18.615617773001663,0.03706448410710543,18.27928199509069,0.03706448410710543,18.32415878308646,0.033560716763163474,18.05013479588904,0.033560716763163474,18.49502361639319,0.033560716763163474,17.87583906574538,0.033560716763163474,11.0,13.0,24.0,8.0,13.0,0.062,0.05,0.02,0.15,0.2,5.078721559112512,2.3507038615522147,5.994964472303287,1.7417177928794092,3.0122649563280888,26.42824363708496,0.8874989748001099,0.389,0.0,0.18262127452358312
J002831.67+004101.0,7.131982400000001,0.6836134,2.9395678979801025,3.173576618099497,11.0,10.0,14.3915324457039,0.106730547388897,13.418249346650267,0.11751220423288647,19.686065668704813,19.160978439242324,18.936059736053714,18.480291561168638,18.56223723250876,0.14402330806547484,0.10328458935563352,0.08953240183775417,0.07773803783758806,0.13818876052425372,19.909260632808607,0.03062593189179005,19.44605132166341,0.03062593189179005,19.486426611176128,0.10062546101868967,19.089615948838986,0.10062546101868967,19.120399487226763,0.030312313831905375,18.800473636290874,0.030312313831905375,18.603561156200065,0.033227142064649384,18.357653074102906,0.033227142064649384,18.822651026126803,0.058526963364219226,18.374324133519238,0.058526963364219226,12.0,20.0,18.0,12.0,14.0,0.15,0.05,0.05,0.15,0.2,2.9668595799021054,3.1320868024402064,4.8575909660966134,1.564419609388887,2.0712677088506006,7.163505261804858,0.6841829065368236,2.4930000000000003,0.0,113.49273836646714
J003711.00+002127.8,9.295859,0.3577229,3.0180300080116407,3.1890914506394905,12.0,11.0,13.30541457368733,0.1214600079723954,12.257139558082235,0.10583697450480753,18.786707966386587,18.119789440428875,17.859383517553326,17.775239328447427,17.69094882586416,0.07843782810757782,0.08062183254424418,0.09565369451566363,0.05304900452932036,0.12532435481380594,18.849936266731827,0.01702910476928939,18.660203214237114,0.01702910476928939,18.300663019321853,0.014072677020814156,18.059851773003718,0.014072677020814156,17.957116985722894,0.013792102389570151,17.538828337881437,0.013792102389570151,17.892529202208152,0.048671525791583764,17.737569634692896,0.048671525791583764,17.90445964311283,0.05906554311899013,17.50333055875297,0.05906554311899013,4.0,13.0,14.0,10.0,12.0,0.062,0.02,0.02,0.0625,0.1,2.852570431699192,3.7669183688537813,14.972873519181302,1.6667055634732608,3.07855969879148,9.295846939086914,0.35773301124572754,0.2352,0.0,0.05665824110377474
J014040.70+001758.2,25.1696032,0.29950859999999996,2.7220513521494856,2.9842287518848805,11.0,11.0,14.144596114016824,0.09732000278106637,13.177220621113836,0.1458044461190732,19.468002422351574,19.075676373589424,18.822206265939567,18.52499106002065,18.096504277165845,0.1172827169326468,0.0557895958991059,0.08975340022486387,0.06579193595098458,0.1104070120722806,19.722151259683145,0.03806000705143713,19.336452534797854,0.03806000705143713,19.180924435081227,0.08232558978123616,18.99564543146528,0.08232558978123616,18.966866238105432,0.06414336419782904,18.62781826235506,0.06414336419782904,18.63481183650727,0.0390611642114446,18.374692113858426,0.0390611642114446,18.32806903421397,0.041332548440083515,17.989776857663347,0.041332548440083515,13.0,11.0,19.0,14.0,10.0,0.062,0.05,0.05,0.15,0.2,4.697663532987798,1.7677007075865132,3.273307066469996,1.6272889101915229,1.6235409727498091,25.16964340209961,0.2994990050792694,0.4044,0.0,0.1487905370648825
J021303.78+003811.8,33.2657668,0.6366144,3.1109646712809087,2.27556373296049,9.0,6.0,15.424252639462605,0.34556483642474256,14.169849075328825,0.2972720385333455,0.0,20.80029416613163,20.65672605992305,20.312416785074998,19.52297984462079,0.0,0.06589169532628478,0.16715889265743664,0.27163423660840136,0.3413436041138205,0.0,0.0,0.0,0.0,20.920003874057738,0.1620132842948687,20.766394504579125,0.1620132842948687,20.98656269424955,0.09339663985161144,20.487085285665664,0.09339663985161144,20.50955757143792,0.1537531699317972,19.739257906712908,0.1537531699317972,19.86432344873461,0.19360242370392486,19.18163624050697,0.19360242370392486,0.0,3.0,15.0,5.0,2.0,0.0,0.2,0.2,0.3,0.2,,0.4769414779026272,2.0839460156147807,2.079007019597067,2.0134517000884085,33.26552963256836,0.641260027885437,1.8801,0.0,16.746037561269418
J012824.20+001925.1,22.1008604,0.3236402,3.5823615338222043,2.768981119766106,10.0,11.0,13.743254921515053,0.06698269345265134,12.438178007259932,0.055450792429853055,20.36141054929996,19.555718297789547,19.152643614467745,18.980959548873198,18.381769832722377,0.3029783618346473,0.13325206160054304,0.1121338427848006,0.12437822387072325,0.10923749668924658,20.77189029621134,0.03690423774537989,19.772932522321824,0.03690423774537989,19.784905274298374,0.0528499486414451,19.212328041324913,0.0528499486414451,19.446173400035747,0.06599130345624614,18.967312033440827,0.06599130345624614,19.121619859306566,0.032568344945403394,18.66918984982136,0.032568344945403394,18.59770191821741,0.08271081998678273,18.22520241380748,0.08271081998678273,9.0,18.0,20.0,12.0,14.0,0.15,0.125,0.05,0.15,0.2,6.28986728291922,3.602668539220156,4.522855607082587,2.883334863199386,1.6077210953092036,22.10085868835449,0.32364898920059204,0.4199,0.0,0.0322355192852905
J015552.63-003914.0,28.969315299999998,-0.6539043999999999,2.75961717238716,3.776871004579597,11.0,12.0,14.517669327351301,0.08932981478303863,13.567204434412162,0.1913611201222597,20.901990665194088,20.08184201333709,19.484726674196388,19.32386280289,18.679340726009727,0.21058550947575866,0.22303985615860547,0.10005809169723644,0.18360021967159865,0.2441426161822333,21.17822485813555,0.09720631055179622,20.493977603946426,0.09720631055179622,20.612468587477977,0.05498031401319819,19.736664416515637,0.05498031401319819,19.641152522211065,0.10262643982200008,19.33634874286232,0.10262643982200008,19.865654378709774,0.041475682143529716,19.222827543576194,0.041475682143529716,18.846530543049848,0.041475682143529716,17.970216343115098,0.041475682143529716,11.0,16.0,18.0,10.0,13.0,0.15,0.125,0.05,0.2,0.2,3.3629675931924297,6.136660540509921,1.9856029519181904,3.0842300803798737,4.204483178959279,28.96931266784668,-0.6538860201835632,0.4217,0.0,0.06684231409755771
J015825.54-010957.0,29.606443699999996,-1.1658544,3.1538027953176164,3.054404377446654,11.0,12.0,13.962655433842787,0.08090396312126423,12.775932260885986,0.08628306133560783,21.128847963867802,20.064284489218444,19.676097479212515,19.25434593148937,19.097650007464345,0.1827753734407985,0.17012637081258286,0.11952040680788673,0.17024908357048388,0.413434296577577,21.32587107369072,0.09544763208559287,20.835783661690712,0.09544763208559287,20.397304638309286,0.0897966939917921,19.624124703030844,0.0897966939917921,19.88239773037175,0.0897966939917921,19.358859873550767,0.0897966939917921,19.413055172492115,0.06600947586122546,18.89461721738111,0.06600947586122546,19.274433928574414,0.06600947586122546,18.134473736712746,0.06600947586122546,4.0,16.0,25.0,9.0,7.0,0.15,0.125,0.125,0.2,0.2,2.428661519086628,4.616867970435868,2.9380777414144106,2.348916919685246,5.164883774487917,29.609866480621672,-1.17832385383269,1.2290275,0.0,46.54979634871502
J015528.20+000406.8,28.8675164,0.06857080000000002,3.199729081541596,2.954960947140569,11.0,10.0,13.873243808544672,0.06936739278020414,12.846834254084895,0.06926092659348036,19.13348846497241,18.23677590230537,17.742330905362294,17.71889874685302,17.538661030054353,0.09700166685235699,0.125095019714075,0.07372070570176963,0.15543621511256553,0.13734479870794164,19.39885170921153,0.016326890670743978,19.070916819768204,0.016326890670743978,18.524652317702632,0.016326890670743978,18.140007663470467,0.016326890670743978,17.859872383401477,0.022619153980340728,17.610974275857522,0.022619153980340728,18.110273494826203,0.04261465439135161,17.553493397785772,0.04261465439135161,17.889194550317253,0.01679005365436465,17.389804908742335,0.01679005365436465,8.0,7.0,16.0,13.0,15.0,0.062,0.02,0.02,0.0625,0.1,4.9567003791514335,12.48956047230902,6.597519073770678,6.412803447244786,4.858802006031024,28.841833114624023,0.03238499909639358,1.5631,0.0,159.74603187160128
J012525.33+001444.2,21.3555559,0.24561479999999997,2.719072174836599,0.7612268362368614,6.0,3.0,14.432188831880493,0.3342730565289749,14.232937986555099,0.07265338148644661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,,21.38574369066845,0.2359001385002503,2.05,0.0,114.16378557938653
J011852.40+001700.7,19.718335999999997,0.28353590000000006,3.4022626079424136,2.6131127153701965,11.0,11.0,14.136974990479171,0.09392821477877428,13.187124182383034,0.08131302966712249,19.76820143568213,19.316225428249442,19.174029878568486,18.774046118166808,18.626796312400828,0.08111449283067541,0.11014820635908217,0.07464930652921926,0.09299328277261004,0.28352532226342164,19.94830896480304,0.16927266932293508,19.59772142817229,0.16927266932293508,19.616009084824377,0.05725291685032021,19.18393113419176,0.05725291685032021,19.287855306657974,0.094411596235193,19.040995359476646,0.094411596235193,19.052807976117027,0.094411596235193,18.727764376360227,0.094411596235193,18.928814402993524,0.094411596235193,18.15837543815725,0.094411596235193,14.0,11.0,17.0,12.0,5.0,0.15,0.05,0.05,0.15,0.2,1.2410160936777015,3.564756199237669,1.7314618638799841,1.61861338814568,3.2038526659578284,19.70502154540752,0.2580581753096039,1.0482776,0.0,103.4888984857345
