153612.80+034245.7 0.365 0 51674 18.417 0.020 56392 19.522 0.027 52026 56394 19.490 0.026 57835 MMT      1  7.2
153728.69+012030.4 0.336 1 52052 19.025 0.018 56370 20.500 0.043 54562 56370 20.500 0.043 57426 WHT      0  2.9
153734.06+461358.9 0.378 1 52403 19.474 0.021 55334 20.951 0.049 52781 56037 20.529 0.056 57819 MMT      1  3.6
153912.76+524540.2 0.415 1 51639 20.073 0.023 56037 21.266 0.087 52378 56453 21.220 0.101 57894 MMT      1  1.9
153926.83+200256.6 0.473 0 53148 19.334 0.024 56422 20.713 0.064 54232 56422 20.713 0.064     0 N/A      0 -1.0
154304.76+053929.2 0.538 0 52757 19.794 0.020 56453 21.297 0.084 54559 56453 21.297 0.084     0 N/A      0 -1.0
154318.39+513042.9 0.402 1 52046 19.796 0.019 56037 21.486 0.093 52401 56453 21.163 0.102 57895 MMT      1  0.8
154341.64+385319.3 0.432 0 52788 18.842 0.031 56444 20.146 0.034 53171 56461 20.092 0.036 57818 MMT      0  1.5
154642.82+035054.5 0.577 0 51987 21.335 0.052 55935 22.645 0.111 54559 55935 22.645 0.111     0 N/A      0 -1.0
154852.67+534248.1 0.492 0 51639 19.174 0.021 56042 21.696 0.136 52049 56453 20.702 0.071     0 N/A      0 -1.0
155203.13+055001.6 0.489 0 52757 19.452 0.018 56453 21.279 0.075 53172 56456 20.866 0.075     0 N/A      0 -1.0
160111.26+474509.6 0.297 1 52052 19.286 0.021 56037 20.989 0.066 52354 56450 20.688 0.063 57895 MMT      1  3.5
160226.01+323019.1 0.557 0 52710 18.620 0.016 56470 19.674 0.031 52825 56470 19.674 0.031 58037 MMT      0  0.8
160742.94+432816.4 0.596 0 52434 17.826 0.019 56037 18.959 0.016 52756 56452 18.859 0.027 57903 Palomar  0  5.6
161055.95+185041.6 0.629 0 53846 19.763 0.025 56063 21.165 0.098 54585 56422 21.032 0.073     0 N/A      0 -1.0
161156.29+451610.9 0.368 1 52046 19.266 0.016 56461 20.481 0.044 52443 56461 20.481 0.044 57895 MMT      0 -1.0
161407.07+513354.5 0.348 1 51661 19.238 0.016 56450 20.988 0.076 52051 56453 20.586 0.090 57894 MMT      1  1.9
161602.39+482201.2 0.576 0 51639 19.094 0.023 56453 20.624 0.070 52054 56453 20.229 0.074 57930 Palomar  0  3.2
161711.42+063833.4 0.229 0 52754 16.988 0.013 56041 19.546 0.031 53501 56453 19.491 0.022 57596 Magellan 1  6.5
162415.02+455130.0 0.481 1 51639 19.200 0.020 55678 20.508 0.083 52377 55678 20.508 0.083 57539 WHT      1  4.5
162515.99+222953.8 0.382 1 52760 19.223 0.019 55705 20.565 0.041 53240 55705 20.565 0.041 57989 MMT      0  2.2
162829.18+432948.5 0.260 1 51639 18.397 0.017 56452 19.755 0.026 52057 56452 19.755 0.026 57424 WHT      0  2.5
163031.47+410145.8 0.531 0 52052 18.720 0.017 56452 20.012 0.034 52379 56461 19.987 0.032 58183 MMT      0  1.4
163110.01+384457.4 0.585 0 52434 19.010 0.017 56461 21.400 0.107 52790 56461 21.400 0.107     0 N/A      0 -1.0
164053.05+451033.7 0.422 1 51667 19.164 0.021 56087 20.741 0.064 52051 56461 20.699 0.051 57430 MMT      0  1.8
164420.80+401123.3 0.610 0 51639 18.956 0.016 56452 20.044 0.036 52050 56461 19.959 0.031     0 N/A      0 -1.0
164920.77+630431.2 0.323 1 51638 19.429 0.019 56424 21.048 0.094 51699 56424 20.646 0.065 57430 MMT      1  2.2
165430.72+395419.7 0.340 1 51991 19.210 0.017 56452 20.956 0.096 52050 56452 20.956 0.096 57430 MMT      0  1.4
165532.71+423340.7 0.403 1 51667 19.742 0.023 56093 21.214 0.105 52079 56093 21.115 0.084 57895 MMT      0  1.3
165611.69+232720.2 0.491 0 52788 19.369 0.017 55714 21.312 0.114 52912 56427 20.916 0.102     0 N/A      0 -1.0
172001.57+543439.2 0.424 0 51638 19.250 0.017 56459 21.039 0.107 51997 56459 21.039 0.107     0 N/A      0 -1.0
172932.33+552503.1 0.587 0 51640 20.420 0.030 56447 21.733 0.133 51818 56447 21.733 0.133     0 N/A      0 -1.0
173350.14+585054.5 0.588 0 51640 19.989 0.021 56424 21.605 0.119 52017 56424 21.605 0.119     0 N/A      0 -1.0
205623.36+003544.0 0.693 0 52577 19.807 0.016 56507 21.037 0.091 52914 56516 20.965 0.082     0 N/A      0 -1.0
210200.42+000501.8 0.329 1 52053 19.039 0.017 55414 20.551 0.058 52431 56507 20.235 0.049 57989 MMT      1  5.8
211242.88-000639.2 0.607 0 52197 18.971 0.009 56507 20.306 0.070 52443 56507 20.306 0.070     0 N/A      0 -1.0
212436.64-065722.1 0.430 0 51790 19.579 0.017 56513 21.349 0.083 52200 56513 21.291 0.077 57543 MMT      0  2.3
214613.31+000930.8 0.621 0 51467 21.555 0.070 54056 19.985 0.034 52968 56516 20.588 0.078 55478 BOSS     1 -1.0
214852.50-000554.7 0.811 0 53312 21.700 0.099 56516 20.159 0.040 52933 56516 20.206 0.042 57595 Magellan 1  1.1
220153.57-083443.7 0.211 0 52171 18.080 0.021 56512 19.098 0.019 52468 56512 19.098 0.019 57726 MMT      0  2.2
220537.71-071114.5 0.295 1 51790 18.589 0.016 55804 20.085 0.052 52468 56516 19.771 0.031 57989 MMT      1  3.6
220851.96-010603.7 0.352 0 53313 17.884 0.006 56149 19.138 0.018 51788 56516 18.996 0.018 58037 MMT      0  1.1
223133.89+003312.7 0.476 1 52935 19.540 0.022 56516 21.279 0.082 52201 56516 21.237 0.081 57989 MMT      1  2.8
223500.50-004940.7 0.642 0 52172 20.508 0.031 53655 19.164 0.022 52201 56516 19.373 0.023 58037 MMT      0  1.5
224829.47+144418.0 0.424 0 52170 18.773 0.015 56545 20.255 0.043 52263 56588 20.190 0.035 57543 MMT      1  1.6
225240.37+010958.7 0.534 0 51464 21.271 0.054 55446 19.207 0.020 55500 56575 21.001 0.082 57598 Magellan 1  3.7
230248.88+134553.4 0.382 0 51878 19.201 0.017 56538 18.057 0.010 52263 56545 18.070 0.010 57989 MMT      0  9.1
230427.86-000803.2 0.526 0 53704 19.888 0.017 56567 21.453 0.148 52884 56575 21.245 0.089 57989 MMT      0  3.5
231216.77+143723.1 0.671 0 51814 18.796 0.016 55825 20.642 0.051 52251 56588 20.060 0.051 57595 Magellan 0  2.2
231742.68+011425.2 0.518 0 52578 19.354 0.012 55446 21.151 0.091 52177 56575 20.747 0.059 57726 MMT      1  2.0
232029.75-103827.0 0.308 1 51875 18.503 0.023 56534 19.926 0.029 52203 56625 19.823 0.035 57596 Magellan 0  3.1
233317.38-002303.4 0.513 0 52931 21.808 0.068 56206 19.545 0.021 52199 56206 19.545 0.021 55447 BOSS     1 -1.0
233517.82-004927.0 0.670 0 54040 19.454 0.031 56575 21.173 0.070 52525 56575 21.173 0.070     0 N/A      0 -1.0
233555.42-011131.9 0.477 0 51081 19.100 0.014 56575 20.760 0.067 52525 56575 20.440 0.048 57596 Magellan 0 -1.0
233843.40-105719.5 0.337 1 51813 19.428 0.027 56539 20.943 0.082 52553 56543 20.657 0.080 57597 Magellan 1  0.9
235107.43-091318.0 0.355 0 51865 19.528 0.033 56218 21.248 0.105 52201 56625 20.925 0.071 57989 MMT      1  4.3
235109.73-100607.7 0.595 0 51875 19.820 0.043 55796 21.632 0.126 52559 56543 21.702 0.165 57598 Magellan 0 -1.0
